년도,월,구,동,전기,가스,수도,탄소
2012,11,영등포구,신길1동,117414,7230,430,66121
2012,11,영등포구,신길6동,64220,4926,5702,40157
2012,11,영등포구,양평1동,55520,4415,3213,34497
2012,11,영등포구,양평2동,151967,8983,9676,87768
2012,11,영등포구,여의동,275702,3449,17299,130367
2012,11,영등포구,영등포동,60316,4166,3260,35988
2012,11,용산구,기타,998,25,48,495
2012,11,용산구,용문동,41473,1390,2576,21553
2012,11,용산구,용산2가동,23156,3605,2351,18674
2012,11,용산구,원효로2동,20257,1622,2436,13031
2012,11,용산구,이촌1동,87924,1242,4573,41580
2012,11,용산구,이촌2동,18294,951,746,10135
2012,11,용산구,이태원1동,2540,182,133,1529
2012,11,용산구,한강로동,11739,888,756,7217
2012,11,용산구,효창동,22792,2150,3143,15523
2012,11,은평구,갈현2동,20899,1223,1731,12175
2012,11,은평구,녹번동,40425,6074,2773,31667
2012,11,은평구,대조동,132428,9732,184,78010
2012,11,은평구,불광1동,149196,15840,8921,101703
2012,11,은평구,신사1동,111378,9528,15180,73607
2012,11,은평구,역촌동,194268,17322,399,121304
2012,11,은평구,응암1동,116819,14062,2099,81727
2012,11,은평구,응암2동,21637,5432,1499,21839
2012,11,은평구,증산동,37968,4210,2013,26197
2012,11,은평구,진관동,253587,6908,16533,128484
2012,11,종로구,기타,1442,201,29,1071
2012,11,종로구,사직동,11235,1934,259,9182
2012,11,중구,기타,4257,2524,333,7569
2012,11,중구,동화동,46203,6553,1247,34683
2012,11,중구,신당동,21689,4518,89,19346
2012,11,중구,장충동,31718,16453,13096,54651
2012,11,중구,황학동,26399,2567,1316,17380
2012,11,중구,회현동,4269,2091,377,6619
2012,11,중랑구,망우3동,508,123,7,493
2012,11,중랑구,망우본동,26671,6102,1583,25503
2012,11,중랑구,면목2동,81015,17006,11071,76120
2012,11,중랑구,묵1동,140109,13835,9509,93554
2012,11,중랑구,묵2동,85490,16138,268,72486
2012,11,중랑구,상봉1동,214521,38585,8154,180095
2012,11,중랑구,상봉2동,23539,5529,1479,22857
2012,11,중랑구,신내1동,210467,30753,9872,161402
2012,11,중랑구,신내2동,184335,10978,10460,106222
2012,11,중랑구,중화1동,48079,18592,1375,62488
2012,11,중랑구,중화2동,217994,54519,899,214850
2012,12,강남구,개포1동,46189,1271,2123,23136
2012,12,강남구,개포2동,188340,1729,4708,85292
2012,12,강남구,개포4동,83452,459,725,36652
2012,12,강남구,기타,147182,1342,7054,67753
2012,12,강남구,논현1동,79024,116,20881,40699
2012,12,강남구,대치1동,146547,1756,8079,68752
2012,12,강남구,대치2동,197720,3015,13397,95035
2012,12,강남구,대치4동,93817,3051,1223,47019
2012,12,강남구,도곡1동,162829,1250,14729,76730
2012,12,강남구,도곡2동,238604,1554,8752,107555
2012,12,강남구,삼성1동,23503,50,1768,10664
2012,12,강남구,삼성2동,140522,720,6332,63296
2012,12,강남구,세곡동,77854,2907,2604,40387
2012,12,강남구,수서동,31625,541,1194,15017
2012,12,강남구,신사동,17144,345,189,8105
2012,12,강남구,압구정동,200331,1371,5113,89709
2012,12,강남구,역삼1동,11145,99,612,5150
2012,12,강남구,역삼2동,119739,1327,7647,56281
2012,12,강남구,일원1동,148519,777,21790,71947
2012,12,강남구,일원2동,82375,972,1920,37742
2012,12,강남구,일원본동,108865,2151,8809,53902
2012,12,강남구,청담동,342369,2990,30086,161851
2012,12,강동구,강일동,709435,3706,46403,324508
2012,12,강동구,고덕1동,149308,1834,8231,70147
2012,12,강동구,기타,227318,806,10083,101536
2012,12,강동구,길동,77785,816,19609,41319
2012,12,강동구,둔촌1동,111827,892,762,49666
2012,12,강동구,둔촌2동,104579,158,4758,46275
2012,12,강동구,명일1동,209618,3673,976,97430
2012,12,강동구,명일2동,175404,1284,9230,80312
2012,12,강동구,상일1동,130883,1678,63883,80462
2012,12,강동구,성내1동,95190,26,5423,42219
2012,12,강동구,성내3동,64301,490,27165,37380
2012,12,강동구,암사1동,121821,670,7776,55735
2012,12,강동구,암사2동,300437,1005,18806,135880
2012,12,강동구,암사3동,281260,2068,15738,129112
2012,12,강동구,천호1동,55028,572,1539,25124
2012,12,강동구,천호2동,71175,794,3737,33197
2012,12,강동구,천호3동,51576,710,411,23595
2012,12,강북구,미아동,102934,88934,13165,247226
2012,12,강북구,번1동,46906,42337,10991,118372
2012,12,강북구,번3동,115186,60317,4216,185349
2012,12,강북구,삼각산동,362412,177689,22677,559215
2012,12,강북구,송천동,13384,17558,655,45222
2012,12,강북구,수유2동,256098,90910,17880,318160
2012,12,강서구,가양1동,166110,45873,14288,177930
2012,12,강서구,가양2동,66456,3399,4135,37164
2012,12,강서구,가양3동,57634,2200,1693,29927
2012,12,강서구,공항동,109304,21113,1000,93970
2012,12,강서구,기타,13414,2730,1167,12190
2012,12,강서구,등촌1동,86319,8612,4053,57236
2012,12,강서구,등촌2동,139527,29816,18072,131947
2012,12,강서구,등촌3동,117025,5755,8138,65211
2012,12,강서구,발산1동,211885,18170,12458,134676
2012,12,강서구,방화1동,153320,29825,13742,136378
2012,12,강서구,방화2동,91668,19918,2368,84269
2012,12,강서구,방화3동,119104,11524,10101,79667
2012,12,강서구,염창동,487963,105156,26144,451126
2012,12,강서구,우장산동(화곡5동.발산2동),290131,42735,28176,228096
2012,12,강서구,화곡1동,199535,52928,32539,213965
2012,12,강서구,화곡2동,926,503,91,1550
2012,12,강서구,화곡3동,218950,2859,8536,102073
2012,12,강서구,화곡4동,180842,35240,589,155810
2012,12,강서구,화곡6동,42378,6105,803,31910
2012,12,강서구,화곡8동,173999,40022,494,163588
2012,12,강서구,화곡본동,168204,42315,719,166343
2012,12,관악구,기타,3351,512,163,2622
2012,12,관악구,성현동(봉천2.5동),154549,25609,9724,126121
2012,12,관악구,신림동(신림5동),43476,12577,4690,48163
2012,12,관악구,은천동(봉천본동.9동),107183,31138,6748,117435
2012,12,관악구,인헌동(봉천11동),129535,41804,17150,154258
2012,12,관악구,중앙동(봉천10동),46959,16720,2897,58325
2012,12,관악구,청림동(봉천3동),97181,19095,5036,85649
2012,12,관악구,행운동(봉천6동),81375,8864,5015,56023
2012,12,광진구,광장동,369477,129205,24840,454324
2012,12,광진구,구의3동,215178,40168,23512,189018
2012,12,광진구,군자동,97059,73164,101230,238649
2012,12,광진구,자양3동,288311,104243,19662,362276
2012,12,광진구,중곡2동,151393,94499,112118,313092
2012,12,광진구,화양동,46808,59158,95668,184122
2012,12,구로구,가리봉동,165418,39207,654,158178
2012,12,구로구,개봉1동,303410,90783,7780,334583
2012,12,구로구,개봉2동,356613,155793,21104,507187
2012,12,구로구,고척1동,128117,50900,8811,171263
2012,12,구로구,고척2동,295376,118219,18970,396348
2012,12,구로구,구로1동,384382,96793,23293,387528
2012,12,구로구,구로4동,122989,35800,6288,134427
2012,12,구로구,구로5동,79583,48790,3759,144281
2012,12,구로구,기타,94695,37722,6111,126677
2012,12,구로구,신도림동,708962,181233,35638,718394
2012,12,구로구,오류1동,182650,63660,1788,220636
2012,12,구로구,오류2동,259927,52482,15250,232832
2012,12,금천구,기타,5866,2543,523,8357
2012,12,금천구,시흥1동,185727,74225,7349,247452
2012,12,금천구,시흥2동,537910,263766,32799,829799
2012,12,금천구,시흥5동,215587,116212,55051,370001
2012,12,노원구,공릉1동,183925,125864,34600,371407
2012,12,노원구,공릉2동,499632,117342,28173,484043
2012,12,노원구,상계10동,367751,27222,2343,217681
2012,12,노원구,상계1동,305404,74911,22168,304651
2012,12,노원구,상계2동,169249,57868,7672,203933
2012,12,노원구,상계3.4동,291066,107786,22810,372426
2012,12,노원구,상계5동,148588,59616,21480,203672
2012,12,노원구,상계6.7동,356149,15354,5645,187274
2012,12,노원구,상계8동,539455,17489,3526,269075
2012,12,노원구,상계9동,312195,7642,1146,149869
2012,12,노원구,월계1동,175793,75345,7009,245636
2012,12,노원구,월계2동,99847,47219,6711,150334
2012,12,노원구,월계3동,343222,88056,20286,349506
2012,12,노원구,중계1동,403970,38946,5323,260290
2012,12,노원구,중계2.3동,264041,21249,7251,161959
2012,12,노원구,중계4동,108987,46491,3458,151499
2012,12,노원구,중계본동,274891,86918,7606,313775
2012,12,노원구,하계1동,192584,25236,10615,141708
2012,12,노원구,하계2동,326665,12118,6447,167791
2012,12,도봉구,기타,64209,20328,2936,73734
2012,12,도봉구,도봉2동,191817,60624,7706,219687
2012,12,도봉구,방학1동,61456,28804,4926,92214
2012,12,도봉구,방학3동,310813,111320,17099,386818
2012,12,도봉구,쌍문1동,47674,21754,924,69250
2012,12,도봉구,쌍문2동,79551,30185,2631,102218
2012,12,도봉구,쌍문3동,37459,21136,1497,63724
2012,12,도봉구,쌍문4동,8252,4300,122,13171
2012,12,도봉구,창1동,203340,31839,16403,162981
2012,12,도봉구,창2동,107194,37013,6251,130435
2012,12,도봉구,창3동,68039,29387,10075,98020
2012,12,도봉구,창4동,385533,59155,9365,299082
2012,12,도봉구,창5동,195403,72972,12995,250622
2012,12,동대문구,답십리1동,51896,30675,2355,91498
2012,12,동대문구,답십리2동,386450,180082,20596,574076
2012,12,동대문구,용신동,159303,81808,8760,253703
2012,12,동대문구,이문1동,95648,43033,5764,138862
2012,12,동대문구,이문2동,492078,252883,31844,785671
2012,12,동대문구,장안1동,116895,63441,6575,193854
2012,12,동대문구,장안2동,181105,123618,6921,355991
2012,12,동대문구,전농1동,97680,44633,3429,142533
2012,12,동대문구,전농2동,273794,90251,9747,321487
2012,12,동대문구,제기동,42823,48043,22663,133297
2012,12,동대문구,청량리동,46545,62346,2965,160375
2012,12,동대문구,휘경2동,244383,179673,126778,548176
2012,12,동작구,기타,10316,2517,555,10196
2012,12,동작구,대방동,706933,127289,29117,594533
2012,12,동작구,사당1동,4002,202,315,2254
2012,12,동작구,사당2동,149055,7575,9782,83415
2012,12,동작구,사당4동,99120,26691,263,101902
2012,12,동작구,상도1동,164221,88521,8447,270721
2012,12,동작구,상도2동,312509,72866,27349,304804
2012,12,동작구,상도3동,134197,71285,14051,221243
2012,12,동작구,신대방1동,351833,119820,26515,426377
2012,12,동작구,신대방2동,44827,13435,523,49275
2012,12,동작구,흑석동,202728,17430,12307,129086
2012,12,마포구,공덕동,129462,43374,7975,154697
2012,12,마포구,기타,12407,3049,736,12335
2012,12,마포구,대흥동,87693,4671,5742,49551
2012,12,마포구,도화동,169109,22776,9999,126040
2012,12,마포구,망원2동,36666,16741,2546,53891
2012,12,마포구,상암동,612292,17525,41356,312598
2012,12,마포구,서강동,124367,31213,5393,124439
2012,12,마포구,서교동,2599,3514,116,9012
2012,12,마포구,성산1동,311698,100388,76015,382266
2012,12,마포구,성산2동,429550,85133,12763,377065
2012,12,마포구,염리동,66734,14287,2926,61270
2012,12,마포구,용강동,204264,21540,11400,138642
2012,12,마포구,합정동,165750,48709,415,179524
2012,12,서대문구,기타,81544,25024,3829,91900
2012,12,서대문구,남가좌1동,6159,1582,419,6294
2012,12,서대문구,남가좌2동,59770,13011,2456,55303
2012,12,서대문구,북가좌1동,38950,12835,2474,46087
2012,12,서대문구,북가좌2동,27863,2981,2339,19268
2012,12,서대문구,연희동,175603,50093,32298,197387
2012,12,서대문구,천연동,65275,14818,3487,62027
2012,12,서대문구,홍제1동,40349,10809,7822,43917
2012,12,서대문구,홍제2동,129126,23398,3508,108326
2012,12,서대문구,홍제3동,86228,12890,6060,67446
2012,12,서초구,내곡동,5932,1122,221,5102
2012,12,서초구,반포1동,245364,1644,10756,111288
2012,12,서초구,반포2동,321999,8348,13606,159744
2012,12,서초구,반포3동,158490,3993,3143,77188
2012,12,서초구,반포4동,100304,1667,5798,48188
2012,12,서초구,반포본동,59252,3912,651,34102
2012,12,서초구,방배1동,39946,5053,2622,29126
2012,12,서초구,방배2동,199569,37384,1538,168868
2012,12,서초구,방배3동,171993,20562,11730,122878
2012,12,서초구,방배4동,220986,45286,4886,196760
2012,12,서초구,방배본동,194253,26615,18354,148074
2012,12,서초구,서초1동,155379,1377,9764,72207
2012,12,서초구,서초2동,180340,673,6357,80082
2012,12,서초구,서초3동,139029,19425,11951,106428
2012,12,서초구,서초4동,430402,1390,38003,198221
2012,12,서초구,양재1동,114336,3326,7516,58424
2012,12,서초구,양재2동,2357,302,37,1688
2012,12,서초구,잠원동,139152,3220,4557,67726
2012,12,성동구,금호1가동,99299,15394,6092,78608
2012,12,성동구,금호2.3가동,16273,6974,1068,22876
2012,12,성동구,금호4가동,66107,32637,4162,102518
2012,12,성동구,기타,2871,1318,194,4234
2012,12,성동구,마장동,225440,64570,7335,242659
2012,12,성동구,사근동,11189,3909,24,13508
2012,12,성동구,성수2가3동,140668,48303,7755,170417
2012,12,성동구,옥수동,118205,15121,4951,85634
2012,12,성동구,왕십리도선동,36425,16904,2895,54270
2012,12,성동구,응봉동,107038,34996,4380,125229
2012,12,성동구,행당1동,73907,30662,4892,101644
2012,12,성동구,행당2동,339877,119398,24335,419639
2012,12,성북구,길음1동,668312,264831,36718,888776
2012,12,성북구,길음2동,38886,24177,2442,71455
2012,12,성북구,돈암1동,384384,71951,22964,331773
2012,12,성북구,돈암2동,283229,63652,18154,268697
2012,12,성북구,보문동,22467,7590,1639,27072
2012,12,성북구,석관동,122180,23154,5761,105582
2012,12,성북구,월곡1동,679447,114711,38325,557762
2012,12,성북구,월곡2동,106150,22379,6938,97440
2012,12,성북구,정릉1동,272599,77129,18026,294336
2012,12,성북구,정릉3동,14769,6950,64,21851
2012,12,성북구,정릉4동,227151,78738,13134,277045
2012,12,성북구,종암동,346067,96247,21660,369517
2012,12,송파구,가락1동,6156,428,347,3684
2012,12,송파구,가락2동,375767,2346,25097,172912
2012,12,송파구,가락본동,245899,1065,11597,110497
2012,12,송파구,거여1동,181590,639,11095,82110
2012,12,송파구,거여2동,107638,1523,24917,57322
2012,12,송파구,마천1동,86237,183,5638,38846
2012,12,송파구,마천2동,190862,807,895,83030
2012,12,송파구,문정1동,469389,1865,20630,210048
2012,12,송파구,문정2동,145118,358,7334,64767
2012,12,송파구,방이1동,201447,1034,16060,93061
2012,12,송파구,방이2동,78067,496,598,34410
2012,12,송파구,삼전동,222968,1060,55087,115202
2012,12,송파구,석촌동,24868,98,1575,11286
2012,12,송파구,송파1동,141093,849,26613,70561
2012,12,송파구,송파2동,314324,1938,8523,140444
2012,12,송파구,오금동,333796,1723,10420,148849
2012,12,송파구,오륜동,302906,1345,18183,137482
2012,12,송파구,잠실2동,951226,2619,59584,428968
2012,12,송파구,잠실3동,588378,4423,25976,268004
2012,12,송파구,잠실4동,357579,1482,17504,160745
2012,12,송파구,잠실6동,98348,1336,2580,45549
2012,12,송파구,잠실7동,161147,695,10434,73347
2012,12,송파구,잠실본동,86479,277,637,37499
2012,12,송파구,장지동,337686,4545,15576,158531
2012,12,송파구,풍납2동,375904,889,8905,164331
2012,12,양천구,기타,56111,12495,2314,52548
2012,12,양천구,목1동,255028,6864,7299,125931
2012,12,양천구,목2동,348246,44230,33722,257927
2012,12,양천구,목3동,270859,61223,2649,252863
2012,12,양천구,목4동,265763,31197,12257,186634
2012,12,양천구,목5동,1342968,17251,46874,623623
2012,12,양천구,신월1동,14609,4047,1032,15602
2012,12,양천구,신월2동,38107,43136,3038,113791
2012,12,양천구,신월5동,19856,2377,1281,14169
2012,12,양천구,신월6동,41325,23846,1115,71307
2012,12,양천구,신월7동,49751,13502,2476,52161
2012,12,양천구,신정1동,138851,15032,10478,96023
2012,12,양천구,신정2동,241973,10370,8125,128523
2012,12,양천구,신정3동,393212,98722,47058,403483
2012,12,양천구,신정4동,171054,72646,73100,259523
2012,12,양천구,신정6동,218872,7734,827,110400
2012,12,양천구,신정7동,240213,38952,6300,191195
2012,12,영등포구,기타,6900,1558,380,6542
2012,12,영등포구,당산1동,138040,28493,6039,124359
2012,12,영등포구,당산2동,348526,58906,18960,286019
2012,12,영등포구,대림1동,18345,1784,888,12069
2012,12,영등포구,대림2동,19586,2633,3673,15422
2012,12,영등포구,대림3동,66874,6559,1480,43538
2012,12,영등포구,문래동,303087,27890,14474,195788
2012,12,영등포구,신길1동,122612,16329,48038,104513
2012,12,영등포구,신길6동,68529,10336,3194,53269
2012,12,영등포구,신길7동,62344,6136,3282,41268
2012,12,영등포구,양평1동,57932,9777,3408,47595
2012,12,영등포구,양평2동,154299,19895,10147,113356
2012,12,영등포구,여의동,289514,4548,16009,138256
2012,12,영등포구,영등포동,61623,8878,4848,47624
2012,12,용산구,기타,953,101,59,650
2012,12,용산구,용문동,40191,3546,2602,25848
2012,12,용산구,용산2가동,27519,8386,215,30524
2012,12,용산구,원효로1동,13029,1983,607,10168
2012,12,용산구,원효로2동,20148,3366,54,16101
2012,12,용산구,이촌1동,79458,1765,5743,39550
2012,12,용산구,이촌2동,18878,1275,423,11001
2012,12,용산구,이태원1동,2401,378,126,1907
2012,12,용산구,한강로동,13409,2023,303,10318
2012,12,용산구,효창동,23839,4695,4,20626
2012,12,은평구,갈현2동,22077,3003,1289,16515
2012,12,은평구,녹번동,41207,12992,2639,47450
2012,12,은평구,대조동,140002,24638,25034,122861
2012,12,은평구,불광1동,158977,28533,8655,134194
2012,12,은평구,수색동,152788,12879,12021,97622
2012,12,은평구,신사1동,116787,18983,802,92306
2012,12,은평구,신사2동,98189,12249,5370,70853
2012,12,은평구,역촌동,199384,38345,26638,179275
2012,12,은평구,응암1동,123442,24928,14624,113033
2012,12,은평구,응암2동,23741,13163,1516,40055
2012,12,은평구,증산동,39491,9781,2611,39520
2012,12,은평구,진관동,267783,5482,17048,131480
2012,12,종로구,사직동,11743,4399,656,15051
2012,12,종로구,숭인1동,19077,7294,951,24743
2012,12,종로구,종로1.2.3.4가동,3190,1929,316,5778
2012,12,중구,기타,4522,4426,227,11907
2012,12,중구,동화동,47283,13494,1171,50663
2012,12,중구,신당동,21515,8070,96,27231
2012,12,중구,장충동,36970,31801,547,87091
2012,12,중구,황학동,27530,5283,1280,23932
2012,12,중구,회현동,4933,4359,116,11894
2012,12,중랑구,망우3동,538,219,33,730
2012,12,중랑구,망우본동,27233,11777,2008,38594
2012,12,중랑구,묵1동,141061,30063,10638,130683
2012,12,중랑구,묵2동,120197,39026,33775,149595
2012,12,중랑구,상봉1동,221382,74514,14870,265714
2012,12,중랑구,상봉2동,25048,12517,1431,39134
2012,12,중랑구,신내1동,220597,61509,18004,237290
2012,12,중랑구,신내2동,187216,27072,10356,143459
2012,12,중랑구,중화1동,51786,35295,8581,103867
2012,12,중랑구,중화2동,231837,102883,98062,361313
2013,1,강남구,개포1동,47683,46233,2053,124461
2013,1,강남구,개포2동,273550,63264,6481,259848
2013,1,강남구,개포4동,93467,55220,567,163511
2013,1,강남구,기타,157748,37640,7093,153554
2013,1,강남구,논현1동,86899,54857,21,159732
2013,1,강남구,논현2동,26124,13038,755,40532
2013,1,강남구,대치1동,156586,7241,7623,85143
2013,1,강남구,대치2동,220839,33422,9062,171509
2013,1,강남구,대치4동,105889,54026,1098,166280
2013,1,강남구,도곡1동,191708,58776,6770,215190
2013,1,강남구,도곡2동,246058,13029,9167,136557
2013,1,강남구,삼성1동,25176,13308,972,40807
2013,1,강남구,삼성2동,144211,44691,6427,163387
2013,1,강남구,세곡동,86021,27778,2106,99395
2013,1,강남구,수서동,54720,4741,1141,34200
2013,1,강남구,신사동,63602,5800,189,40022
2013,1,강남구,압구정동,298155,6603,4772,142793
2013,1,강남구,역삼1동,12711,4313,573,15241
2013,1,강남구,역삼2동,124730,15029,6936,88853
2013,1,강남구,일원1동,159438,40773,329,159042
2013,1,강남구,일원2동,89574,7569,1919,55571
2013,1,강남구,일원본동,117019,14108,4977,82870
2013,1,강남구,청담동,315608,122570,7111,410736
2013,1,강동구,강일동,737254,21091,47522,375617
2013,1,강동구,고덕1동,163279,73544,7812,236562
2013,1,강동구,기타,243224,129811,9685,397119
2013,1,강동구,길동,86852,79671,252,215372
2013,1,강동구,둔촌1동,111870,30705,361,116332
2013,1,강동구,둔촌2동,128088,73086,6008,220017
2013,1,강동구,명일1동,232148,40868,406,190110
2013,1,강동구,명일2동,189125,14749,8962,116202
2013,1,강동구,상일1동,141993,194052,3729,496120
2013,1,강동구,성내1동,96970,42937,4633,138832
2013,1,강동구,성내2동,72562,54282,2302,153122
2013,1,강동구,성내3동,70393,58261,127,160393
2013,1,강동구,암사1동,131008,85734,6587,249778
2013,1,강동구,암사2동,329470,179865,17699,548469
2013,1,강동구,암사3동,303985,176208,16900,529206
2013,1,강동구,천호1동,57724,52350,1686,142299
2013,1,강동구,천호2동,86434,90439,188,239294
2013,1,강동구,천호3동,62397,46824,3917,132643
2013,1,강북구,미아동,39091,27769,2120,79481
2013,1,강북구,번1동,54328,54731,15,145637
2013,1,강북구,번3동,130288,94551,4548,268546
2013,1,강북구,삼각산동,482165,287306,28518,857471
2013,1,강북구,송천동,13766,28217,679,69268
2013,1,강북구,수유2동,176901,73560,5165,241495
2013,1,강서구,가양1동,185053,77361,2714,252652
2013,1,강서구,가양2동,63092,1650,3429,31585
2013,1,강서구,가양3동,61304,6099,1563,40173
2013,1,강서구,공항동,121506,38006,670,136874
2013,1,강서구,기타,15552,4115,611,16015
2013,1,강서구,등촌1동,99200,14853,5655,77209
2013,1,강서구,등촌2동,147469,53903,3639,184478
2013,1,강서구,등촌3동,126663,4561,5645,65796
2013,1,강서구,발산1동,224983,33268,11244,173646
2013,1,강서구,방화1동,166758,56022,5317,197960
2013,1,강서구,방화2동,33607,15409,1311,49201
2013,1,강서구,방화3동,127849,20662,6096,102514
2013,1,강서구,염창동,530592,190187,28122,660326
2013,1,강서구,우장산동(화곡5동.발산2동),430135,106758,8681,424397
2013,1,강서구,화곡1동,219145,94186,1516,304397
2013,1,강서구,화곡2동,1012,930,35,2524
2013,1,강서구,화곡3동,346766,25199,8079,206157
2013,1,강서구,화곡4동,197412,62781,206,224401
2013,1,강서구,화곡6동,49740,11859,4843,49262
2013,1,강서구,화곡8동,188936,69711,337,236373
2013,1,강서구,화곡본동,207755,73520,100,252806
2013,1,관악구,기타,3658,1055,220,3987
2013,1,관악구,성현동(봉천2.5동),164190,43700,9882,170785
2013,1,관악구,신림동(신림5동),47237,19928,118,64706
2013,1,관악구,은천동(봉천본동.9동),114515,51775,6410,166658
2013,1,관악구,인헌동(봉천11동),139508,73352,308,223562
2013,1,관악구,중앙동(봉천10동),50194,29980,2843,89381
2013,1,관악구,청림동(봉천3동),102824,34008,4875,121394
2013,1,관악구,행운동(봉천6동),84972,13135,3918,66751
2013,1,광진구,광장동,388237,165099,17571,540268
2013,1,광진구,구의3동,228066,53755,9947,220414
2013,1,광진구,군자동,109026,99878,96,269986
2013,1,광진구,자양3동,308124,143225,14081,456143
2013,1,광진구,중곡2동,159619,125492,91,348811
2013,1,광진구,화양동,51609,77634,60,195802
2013,1,구로구,가리봉동,191309,53129,10,200127
2013,1,구로구,개봉1동,369671,124829,9941,439658
2013,1,구로구,개봉2동,368811,199338,19716,609439
2013,1,구로구,고척1동,136355,71132,8924,220113
2013,1,구로구,고척2동,316768,132027,19134,436403
2013,1,구로구,구로1동,398125,105933,23619,413936
2013,1,구로구,구로4동,124754,43327,7999,152604
2013,1,구로구,구로5동,88868,64960,4133,184563
2013,1,구로구,기타,97545,48499,5702,151890
2013,1,구로구,신도림동,755716,274154,38620,947350
2013,1,구로구,오류1동,195527,107606,2568,324793
2013,1,구로구,오류2동,277423,64849,14648,267752
2013,1,금천구,기타,6162,2707,400,8809
2013,1,금천구,시흥1동,197063,111220,12858,336956
2013,1,금천구,시흥2동,573141,317178,32346,964229
2013,1,금천구,시흥5동,233611,166790,5753,474571
2013,1,노원구,공릉1동,194980,197051,11350,527834
2013,1,노원구,공릉2동,535986,169714,27507,616550
2013,1,노원구,상계10동,403611,36658,2190,253972
2013,1,노원구,상계1동,352649,119143,18301,422479
2013,1,노원구,상계2동,157130,82234,8601,253683
2013,1,노원구,상계3.4동,298248,160853,10695,490318
2013,1,노원구,상계5동,163278,79382,756,247297
2013,1,노원구,상계6.7동,381349,19350,4909,206666
2013,1,노원구,상계8동,584617,18760,3687,291124
2013,1,노원구,상계9동,329979,8946,124,159991
2013,1,노원구,월계1동,188599,106895,8933,322377
2013,1,노원구,월계2동,104986,65798,6615,194098
2013,1,노원구,월계3동,367925,111387,20707,412382
2013,1,노원구,중계1동,443678,61408,7901,328297
2013,1,노원구,중계2.3동,285166,26637,6489,182731
2013,1,노원구,중계4동,115839,78920,3500,227058
2013,1,노원구,중계본동,283584,132284,5960,418535
2013,1,노원구,하계1동,210878,34323,8796,169216
2013,1,노원구,하계2동,349079,13856,6157,181091
2013,1,도봉구,기타,68242,30755,3356,98940
2013,1,도봉구,도봉2동,206160,96325,7834,305780
2013,1,도봉구,방학1동,67937,44597,2894,129663
2013,1,도봉구,방학3동,326196,192311,17965,575048
2013,1,도봉구,쌍문1동,53095,32473,1756,95835
2013,1,도봉구,쌍문2동,88605,44422,2619,137943
2013,1,도봉구,쌍문3동,67281,36364,4222,111384
2013,1,도봉구,쌍문4동,8188,6318,74,17649
2013,1,도봉구,창1동,216654,42739,5950,189572
2013,1,도봉구,창2동,120676,61422,6328,190853
2013,1,도봉구,창3동,76404,49374,3801,144255
2013,1,도봉구,창4동,407602,78545,11709,352651
2013,1,도봉구,창5동,206779,98098,9395,310533
2013,1,동대문구,답십리1동,57084,44193,1944,123841
2013,1,동대문구,답십리2동,442819,243874,15486,739174
2013,1,동대문구,용신동,157508,113903,8371,324705
2013,1,동대문구,이문1동,102511,57907,5567,175025
2013,1,동대문구,이문2동,539950,328536,30196,974885
2013,1,동대문구,장안1동,125354,83845,6549,243137
2013,1,동대문구,장안2동,201191,175286,5975,479930
2013,1,동대문구,전농1동,99699,58344,3242,174039
2013,1,동대문구,전농2동,287474,121255,9802,396754
2013,1,동대문구,제기동,46741,60110,146,154513
2013,1,동대문구,휘경2동,278321,261743,12872,708586
2013,1,동작구,기타,10854,5363,576,16806
2013,1,동작구,대방동,751579,212809,12793,799609
2013,1,동작구,사당1동,4075,446,131,2770
2013,1,동작구,사당2동,152465,13249,8056,96998
2013,1,동작구,사당3동,600756,247820,34684,821352
2013,1,동작구,사당4동,107453,48031,6,153152
2013,1,동작구,사당5동,53036,18518,42,63982
2013,1,동작구,상도1동,173633,154439,8737,422464
2013,1,동작구,상도2동,339346,135002,10238,449686
2013,1,동작구,상도3동,147247,120065,2795,332306
2013,1,동작구,신대방1동,375315,208971,15761,632461
2013,1,동작구,신대방2동,47232,24164,1432,74629
2013,1,동작구,흑석동,207763,34379,9247,168170
2013,1,마포구,공덕동,139802,74507,6908,228465
2013,1,마포구,기타,11486,4542,478,15203
2013,1,마포구,대흥동,90825,11486,5037,65911
2013,1,마포구,도화동,230862,61611,10112,239252
2013,1,마포구,망원2동,39118,31722,1993,88305
2013,1,마포구,상암동,637404,21013,39120,330316
2013,1,마포구,서강동,132617,54763,5999,180890
2013,1,마포구,성산1동,338010,178937,2758,545051
2013,1,마포구,성산2동,554526,126958,11179,523216
2013,1,마포구,아현동,50015,35254,2620,101045
2013,1,마포구,염리동,69028,23494,3614,83094
2013,1,마포구,용강동,211388,40833,11947,185061
2013,1,마포구,합정동,179946,88650,150,274923
2013,1,서대문구,기타,88815,39207,3894,126774
2013,1,서대문구,남가좌1동,6354,2453,502,8355
2013,1,서대문구,남가좌2동,66968,21446,5871,78383
2013,1,서대문구,북가좌1동,69200,22882,2017,81266
2013,1,서대문구,북가좌2동,30019,4152,1717,22599
2013,1,서대문구,연희동,205500,88934,3471,287497
2013,1,서대문구,천연동,73249,20729,3799,78752
2013,1,서대문구,홍제1동,99806,33683,3246,118845
2013,1,서대문구,홍제2동,134056,44054,3563,156704
2013,1,서대문구,홍제3동,91911,20724,6230,87460
2013,1,서초구,내곡동,6453,5523,261,15194
